P1_X_Trial1;P1_Y_Trial1;P1_X_Trial2;P1_Y_Trial2;P1_X_Trial3;P1_Y_Trial3;P1_X_Trial4;P1_Y_Trial4;P1_X_Trial5;P1_Y_Trial5;P1_X_Trial6;P1_Y_Trial6;P1_X_Trial7;P1_Y_Trial7;P1_X_Trial8;P1_Y_Trial8;P1_X_Trial9;P1_Y_Trial9;P1_X_Trial10;P1_Y_Trial10;P1_X_Trial11;P1_Y_Trial11;P1_X_Trial12;P1_Y_Trial12;P2_X_Trial1;P2_Y_Trial1;P2_X_Trial2;P2_Y_Trial2;P2_X_Trial3;P2_Y_Trial3;P2_X_Trial4;P2_Y_Trial4;P2_X_Trial5;P2_Y_Trial5;P2_X_Trial6;P2_Y_Trial6;P2_X_Trial7;P2_Y_Trial7;P2_X_Trial8;P2_Y_Trial8;P2_X_Trial9;P2_Y_Trial9;P2_X_Trial10;P2_Y_Trial10;P2_X_Trial11;P2_Y_Trial11;P2_X_Trial12;P2_Y_Trial12
-0.028673401016323;-0.788973009612847;0.028673401016323;-0.918804011194708;0.0860202030489689;-0.539298006570807;0.143367005081615;-0.788973009612847;0.0477890016938716;-0.599220007300897;0.200713807114261;-0.499350006084081;0.0382312013550973;-0.669129008152668;0.0764624027101946;-0.689103008396031;0.0191156006775486;-0.709077008639394;0.0860202030489689;-0.649155007909305;0.0860202030489689;-0.649155007909305;0.0382312013550973;-0.669129008152668;-0.0382312013550973;-0.689103008396031;0.0573468020326459;-0.499350006084081;0.028673401016323;-0.61919400754426;-0.105135803726518;-0.36951900450222;0.0764624027101946;-0.519324006327444;0.143367005081615;-0.709077008639394;0.0382312013550973;-0.469389005719036;0.0764624027101946;-0.569259006935852;0.00955780033877432;-0.499350006084081;0.172040406097938;-0.659142008030986;0.028673401016323;-0.519324006327444;0.124251404404066;-0.549285006692489
0.0573468020326459;-0.768999009369484;-0;-0.749025009126121;0.0477890016938716;-0.55927200681417;0.124251404404066;-0.818934009977892;0.0477890016938716;-0.599220007300897;0.124251404404066;-0.599220007300897;0.105135803726518;-0.609207007422578;0.0860202030489689;-0.659142008030986;0.028673401016323;-0.729051008882758;-0;-0.599220007300897;-0;-0.599220007300897;0.105135803726518;-0.609207007422578;-0.0669046023714202;-0.759012009247802;0.0955780033877432;-0.549285006692489;0.0573468020326459;-0.519324006327444;-0.210271607453035;-0.429441005232309;-0;-0.629181007665941;0.172040406097938;-0.629181007665941;-0.0191156006775486;-0.489363005962399;0.0382312013550973;-0.609207007422578;-0;-0.489363005962399;0.124251404404066;-0.489363005962399;0.0669046023714202;-0.459402005597354;0.0860202030489689;-0.499350006084081
-0;-0.759012009247802;0.0477890016938716;-0.788973009612847;0.0764624027101946;-0.639168007787623;0.143367005081615;-0.749025009126121;0.114693604065292;-0.649155007909305;0.143367005081615;-0.639168007787623;-0.00955780033877432;-0.649155007909305;0.0191156006775486;-0.529311006449125;-0.00955780033877432;-0.709077008639394;0.0573468020326459;-0.549285006692489;0.0573468020326459;-0.549285006692489;-0.00955780033877432;-0.649155007909305;0.0477890016938716;-0.61919400754426;0.0955780033877432;-0.589233007179215;0.0669046023714202;-0.549285006692489;-0.219829407791809;-0.439428005353991;-0;-0.569259006935852;0.162482605759163;-0.599220007300897;0.00955780033877432;-0.449415005475672;0.0191156006775486;-0.539298006570807;-0.00955780033877432;-0.499350006084081;0.13380920474284;-0.599220007300897;0.13380920474284;-0.439428005353991;0.162482605759163;-0.489363005962399
0.0477890016938716;-0.888843010829663;0.0860202030489689;-0.749025009126121;0.0477890016938716;-0.729051008882758;0.162482605759163;-0.768999009369484;0.0477890016938716;-0.61919400754426;0.172040406097938;-0.579246007057533;-0.0477890016938716;-0.659142008030986;-0.0191156006775486;-0.729051008882758;0.0477890016938716;-0.699090008517713;0.0860202030489689;-0.549285006692489;0.0860202030489689;-0.549285006692489;-0.0477890016938716;-0.659142008030986;0.00955780033877432;-0.639168007787623;0.0669046023714202;-0.579246007057533;0.0191156006775486;-0.599220007300897;-0.191156006775486;-0.459402005597354;-0;-0.599220007300897;0.105135803726518;-0.709077008639394;0.028673401016323;-0.55927200681417;-0;-0.599220007300897;0.00955780033877432;-0.599220007300897;0.124251404404066;-0.469389005719036;0.0191156006775486;-0.389493004745583;0.172040406097938;-0.459402005597354
-0.0382312013550973;-0.918804011194708;-0;-0.80894700985621;0.0477890016938716;-0.509337006205762;0.13380920474284;-0.778986009491166;0.124251404404066;-0.589233007179215;0.152924805420389;-0.529311006449125;0.0860202030489689;-0.669129008152668;0.114693604065292;-0.669129008152668;0.0191156006775486;-0.739038009004439;0.0477890016938716;-0.459402005597354;0.0477890016938716;-0.459402005597354;0.0860202030489689;-0.669129008152668;-0.0573468020326459;-0.61919400754426;0.0669046023714202;-0.579246007057533;0.0382312013550973;-0.519324006327444;-0.200713807114261;-0.439428005353991;-0.0955780033877432;-0.509337006205762;0.124251404404066;-0.659142008030986;0.00955780033877432;-0.429441005232309;0.00955780033877432;-0.659142008030986;0.0955780033877432;-0.499350006084081;0.0955780033877432;-0.549285006692489;0.00955780033877432;-0.479376005840717;0.162482605759163;-0.499350006084081
0.105135803726518;-0.878856010707982;-0.028673401016323;-0.739038009004439;0.0382312013550973;-0.61919400754426;0.0860202030489689;-0.778986009491166;0.0955780033877432;-0.629181007665941;0.152924805420389;-0.499350006084081;0.028673401016323;-0.699090008517713;0.0764624027101946;-0.709077008639394;0.0573468020326459;-0.679116008274349;0.0764624027101946;-0.499350006084081;0.0764624027101946;-0.499350006084081;0.028673401016323;-0.699090008517713;0.0669046023714202;-0.649155007909305;0.00955780033877432;-0.529311006449125;0.0573468020326459;-0.459402005597354;-0.105135803726518;-0.349545004258856;-0.0764624027101946;-0.539298006570807;0.124251404404066;-0.679116008274349;0.0573468020326459;-0.399480004867264;0.0573468020326459;-0.529311006449125;0.0860202030489689;-0.489363005962399;0.0764624027101946;-0.449415005475672;0.143367005081615;-0.429441005232309;0.200713807114261;-0.549285006692489
0.0191156006775486;-1.02866101253321;-0;-0.80894700985621;0.0382312013550973;-0.629181007665941;0.124251404404066;-0.798960009734529;0.0191156006775486;-0.768999009369484;0.0764624027101946;-0.509337006205762;0.0191156006775486;-0.788973009612847;0.0669046023714202;-0.768999009369484;0.028673401016323;-0.729051008882758;0.0477890016938716;-0.589233007179215;0.0477890016938716;-0.589233007179215;0.0191156006775486;-0.788973009612847;0.0191156006775486;-0.649155007909305;0.105135803726518;-0.519324006327444;0.0191156006775486;-0.399480004867264;-0.248502808808132;-0.289623003528767;-0.0669046023714202;-0.519324006327444;0.152924805420389;-0.659142008030986;0.0573468020326459;-0.479376005840717;0.114693604065292;-0.509337006205762;0.0477890016938716;-0.599220007300897;0.143367005081615;-0.579246007057533;0.0860202030489689;-0.389493004745583;0.181598206436712;-0.549285006692489
0.0191156006775486;-0.958752011681435;-0.0669046023714202;-0.818934009977892;0.028673401016323;-0.659142008030986;0.200713807114261;-0.798960009734529;0.00955780033877432;-0.679116008274349;0.13380920474284;-0.549285006692489;0.00955780033877432;-0.798960009734529;0.13380920474284;-0.639168007787623;0.13380920474284;-0.828921010099574;-0.028673401016323;-0.419454005110628;-0.028673401016323;-0.419454005110628;0.00955780033877432;-0.798960009734529;0.0573468020326459;-0.549285006692489;0.0764624027101946;-0.469389005719036;-0;-0.519324006327444;-0.277176209824455;-0.399480004867264;-0.105135803726518;-0.579246007057533;0.152924805420389;-0.719064008761076;-0.00955780033877432;-0.489363005962399;0.0860202030489689;-0.549285006692489;-0.0382312013550973;-0.569259006935852;0.172040406097938;-0.55927200681417;0.0191156006775486;-0.379506004623901;0.114693604065292;-0.55927200681417
-0;-0.968739011803116;-0.0191156006775486;-0.838908010221255;0.00955780033877432;-0.659142008030986;0.13380920474284;-0.798960009734529;0.0477890016938716;-0.699090008517713;0.0955780033877432;-0.569259006935852;0.0477890016938716;-0.759012009247802;0.0764624027101946;-0.639168007787623;0.0955780033877432;-0.798960009734529;-0.00955780033877432;-0.539298006570807;-0.00955780033877432;-0.539298006570807;0.0477890016938716;-0.759012009247802;0.0477890016938716;-0.719064008761076;0.0860202030489689;-0.55927200681417;0.028673401016323;-0.449415005475672;-0.191156006775486;-0.419454005110628;-0.0191156006775486;-0.539298006570807;0.114693604065292;-0.699090008517713;-0;-0.389493004745583;0.0191156006775486;-0.509337006205762;-0.028673401016323;-0.639168007787623;0.191156006775486;-0.549285006692489;0.0573468020326459;-0.359532004380538;0.200713807114261;-0.539298006570807
0.0573468020326459;-1.01867401241152;-0.0191156006775486;-0.858882010464619;-0.00955780033877432;-0.639168007787623;0.143367005081615;-0.898830010951345;0.0477890016938716;-0.709077008639394;0.13380920474284;-0.599220007300897;0.0382312013550973;-0.729051008882758;0.0669046023714202;-0.649155007909305;0.114693604065292;-0.699090008517713;0.0191156006775486;-0.519324006327444;0.0191156006775486;-0.519324006327444;0.0382312013550973;-0.729051008882758;-0;-0.609207007422578;0.105135803726518;-0.469389005719036;0.0573468020326459;-0.499350006084081;-0.258060609146907;-0.489363005962399;0.0477890016938716;-0.569259006935852;0.105135803726518;-0.659142008030986;0.0860202030489689;-0.419454005110628;0.0955780033877432;-0.499350006084081;-0.0477890016938716;-0.61919400754426;0.210271607453035;-0.569259006935852;0.13380920474284;-0.499350006084081;0.210271607453035;-0.539298006570807
